,Artist,Track,Album,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Licensed,Path
231,Lil Wayne,Mirror,Tha Carter IV (Complete Edition),0.328,0.622,5.0,-7.291,0.0866,0.858,0.0,0.104,0.401,74.267,228093.0,https://www.youtube.com/watch?v=OZLUa8JUR18,True,data/500_mp3/mp3/231.mp3
13531,Young Dolph,Love For The Streets,Paper Route Frank,0.799,0.733,2.0,-6.234,0.216,0.172,1.7e-05,0.332,0.753,146.051,185280.0,https://www.youtube.com/watch?v=vniH2wTzxrc,True,data/500_mp3/mp3/13531.mp3
18676,Ado,Where the Wind Blows,UTA'S SONGS ONE PIECE FILM RED,0.441,0.717,1.0,-3.979,0.0359,0.159,0.0,0.125,0.233,139.987,272467.0,https://www.youtube.com/watch?v=q6E5zIx9YcM,False,data/500_mp3/mp3/18676.mp3
8952,Danna Paola,No Bailes Sola,K.O.,0.585,0.75,10.0,-3.974,0.145,0.203,0.0,0.3,0.619,179.881,182813.0,https://www.youtube.com/watch?v=K4UfCkTVYdY,True,data/500_mp3/mp3/8952.mp3
11738,Código FN,Millennial,Corridos En Código,0.778,0.816,7.0,-5.886,0.081,0.327,0.0,0.147,0.845,100.086,164400.0,https://www.youtube.com/watch?v=FUJfs27jTtA,False,data/500_mp3/mp3/11738.mp3
142,Khalid,Love Lies (with Normani),Love Lies (with Normani),0.708,0.648,6.0,-5.626,0.0449,0.0956,0.0,0.134,0.338,143.955,201707.0,https://www.youtube.com/watch?v=xYtsL9znopI,True,data/500_mp3/mp3/142.mp3
2655,Pepe Aguilar,Perdóname,Por Una Mujer Bonita,0.514,0.382,0.0,-7.687,0.0268,0.658,0.00358,0.218,0.489,88.129,211773.0,https://www.youtube.com/watch?v=U174Q4OFvgI,True,data/500_mp3/mp3/2655.mp3
8561,Misfits,Some Kinda Hate - C.I. Recording 1978,The Misfits Box Set,0.42,0.944,0.0,-9.296,0.0491,0.0599,0.74,0.101,0.323,151.261,121573.0,https://www.youtube.com/watch?v=USIQk-g1pwQ,True,data/500_mp3/mp3/8561.mp3
8513,Cedric Gervais,MOLLY,MOLLY,0.785,0.826,9.0,-4.851,0.0706,0.0045,0.477,0.0957,0.647,126.997,222072.0,https://www.youtube.com/watch?v=reAZiJlEuL8,False,data/500_mp3/mp3/8513.mp3
5034,John Coltrane,My Favorite Things,My Favorite Things (Deluxe Edition),0.277,0.242,4.0,-18.442,0.0342,0.694,0.464,0.113,0.285,175.384,824133.0,https://www.youtube.com/watch?v=qWG2dsXV5HI,False,data/500_mp3/mp3/5034.mp3
918,Yuvan Shankar Raja,Mamakutty,Love Today (Original Motion Picture Soundtrack),0.8,0.782,11.0,-9.918,0.452,0.132,0.265,0.592,0.751,149.94,145600.0,https://www.youtube.com/watch?v=R6343uT7yt8,True,data/500_mp3/mp3/918.mp3
15514,Niska,R.A.S,Le monde est méchant (V2),0.776,0.668,1.0,-7.714,0.192,0.107,0.0,0.102,0.662,143.012,175293.0,https://www.youtube.com/watch?v=1_mcltV2Ztg,True,data/500_mp3/mp3/15514.mp3
13380,Labrinth,Forever,Euphoria (Original Score from the HBO Series),0.563,0.459,4.0,-7.781,0.0292,0.92,0.724,0.11,0.197,79.983,202536.0,https://www.youtube.com/watch?v=utfpfBWStCA,False,data/500_mp3/mp3/13380.mp3
13033,Chief Keef,Yes Sir,4NEM,0.605,0.444,2.0,-7.223,0.141,0.0185,0.0,0.297,0.115,172.26,248372.0,https://www.youtube.com/watch?v=dgehGeLk2R0,False,data/500_mp3/mp3/13033.mp3
6337,Niro,Amiga (feat. Soolking),Sale môme,0.784,0.588,5.0,-6.176,0.106,0.589,0.00532,0.0916,0.683,89.964,169307.0,https://www.youtube.com/watch?v=IvXp7KctBPQ,True,data/500_mp3/mp3/6337.mp3
516,Aerosmith,Janie's Got A Gun,Big Ones,0.633,0.823,5.0,-5.792,0.0287,0.0516,0.000496,0.188,0.444,115.107,330533.0,https://www.youtube.com/watch?v=RqQn2ADZE1A,True,data/500_mp3/mp3/516.mp3
12224,Colbie Caillat,Realize,Coco,0.693,0.594,1.0,-6.408,0.0325,0.13,0.0,0.115,0.192,123.932,244107.0,https://www.youtube.com/watch?v=GlZxZ2n2zpw,True,data/500_mp3/mp3/12224.mp3
1530,Rod Stewart,Baby Jane - 2008 Remaster,Body Wishes,0.641,0.796,2.0,-8.56,0.0407,0.0137,0.000115,0.358,0.727,123.229,283493.0,https://www.youtube.com/watch?v=dxl2r6GuL2w,True,data/500_mp3/mp3/1530.mp3
17056,Louis Tomlinson,Written All Over Your Face,Faith In The Future (Deluxe),0.749,0.943,0.0,-4.537,0.0852,0.00625,1.66e-06,0.082,0.686,124.042,160560.0,https://www.youtube.com/watch?v=IgXsQWzsAaY,True,data/500_mp3/mp3/17056.mp3
6826,Ananya Bhat,Mehabooba,KGF Chapter 2 (Original Motion Picture Soundtrack),0.367,0.513,6.0,-11.884,0.0577,0.867,0.165,0.197,0.278,159.891,213750.0,https://www.youtube.com/watch?v=vYJn0pIm3zg,False,data/500_mp3/mp3/6826.mp3
2590,Claude Debussy,"Clair de Lune, L. 32",Debussy: Clair De Lune and Other Piano Favourites,0.335,0.00532,1.0,-31.646,0.0376,0.994,0.912,0.0621,0.0397,65.832,268000.0,https://www.youtube.com/watch?v=CvFH_6DNRCY,False,data/500_mp3/mp3/2590.mp3
3268,Eurythmics,There Must Be an Angel (Playing With My Heart),Greatest Hits,0.545,0.663,0.0,-11.36,0.0455,0.356,1.23e-05,0.129,0.611,112.457,280360.0,https://www.youtube.com/watch?v=RCdneDxFRYQ,True,data/500_mp3/mp3/3268.mp3
7149,The Lyndhurst Orchestra,Not Yet,"More Music From The Motion Picture ""Gladiator""",0.0947,0.0123,4.0,-31.129,0.0478,0.962,0.319,0.102,0.0366,86.902,92907.0,https://www.youtube.com/watch?v=parduQJ1nTo,False,data/500_mp3/mp3/7149.mp3
9480,Meryl Streep,"The Winner Takes It All - From ""Mamma Mia!""",Mamma Mia! The Movie Soundtrack,0.427,0.377,5.0,-8.136,0.0334,0.682,0.0,0.105,0.245,125.081,297933.0,https://www.youtube.com/watch?v=l1yae4-XvM4,True,data/500_mp3/mp3/9480.mp3
6089,ATB,9Pm (Till I Come),Movin' Melodies,0.672,0.941,9.0,-6.427,0.0494,0.0276,0.926,0.149,0.754,130.218,193880.0,https://www.youtube.com/watch?v=ri6Efk1SPJc,True,data/500_mp3/mp3/6089.mp3
7309,Fall Out Boy,Centuries,American Beauty/American Psycho,0.393,0.858,4.0,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042,228360.0,https://www.youtube.com/watch?v=LBr7kECsjcQ,True,data/500_mp3/mp3/7309.mp3
14023,Feid,CHORRITO PA LAS ANIMAS,SIXDO,0.743,0.831,8.0,-4.042,0.0584,0.114,6.43e-05,0.35,0.609,95.975,168133.0,https://www.youtube.com/watch?v=sTfHzp8WP24,True,data/500_mp3/mp3/14023.mp3
12341,Lady Gaga,Judas,Born This Way,0.661,0.937,10.0,-3.83,0.0744,0.000967,1.59e-05,0.355,0.535,131.001,249067.0,https://www.youtube.com/watch?v=wagn8Wrmzuc,True,data/500_mp3/mp3/12341.mp3
7759,Dhanush,"Mayakkama Kalakkama (From ""Thiruchitrambalam"")","Mayakkama Kalakkama (From ""Thiruchitrambalam"")",0.789,0.536,9.0,-5.422,0.0424,0.604,2.09e-06,0.088,0.877,124.029,142258.0,https://www.youtube.com/watch?v=CFDCurqOERU,True,data/500_mp3/mp3/7759.mp3
12600,Kontra K,Spät nach Haus,Spät nach Haus,0.849,0.449,1.0,-8.39,0.291,0.341,0.0,0.106,0.602,84.463,150899.0,https://www.youtube.com/watch?v=J5Y1oJw3o8M,False,data/500_mp3/mp3/12600.mp3
8948,Danna Paola,Amor Ordinario,K.O.,0.426,0.395,6.0,-8.475,0.0483,0.569,0.0,0.126,0.289,140.369,190360.0,https://www.youtube.com/watch?v=i2Ch_O8DAsQ,True,data/500_mp3/mp3/8948.mp3
4077,Abhijeet,Woh Ladki Jo,Baadshah (Original Motion Picture Soundtrack),0.752,0.613,2.0,-12.95,0.0739,0.0404,4.86e-06,0.328,0.496,110.022,434301.0,https://www.youtube.com/watch?v=qrCKwbXCf20,True,data/500_mp3/mp3/4077.mp3
14759,Bebe Rexha,I'm Good (Blue),I'm Good (Blue),0.561,0.965,7.0,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238.0,https://www.youtube.com/watch?v=90RLzVUuXe4,True,data/500_mp3/mp3/14759.mp3
17125,SAINt JHN,Stadiums,Stadiums,0.734,0.775,2.0,-3.257,0.179,0.0243,0.0,0.128,0.321,156.052,172422.0,https://www.youtube.com/watch?v=09dXoLgOPVI,False,data/500_mp3/mp3/17125.mp3
10512,Wizkid,System (feat. WizKid),We're All Alone In This Together,0.817,0.669,0.0,-4.278,0.1,0.105,1.25e-06,0.247,0.693,106.934,181550.0,https://www.youtube.com/watch?v=Jo2UKp0dgEk,False,data/500_mp3/mp3/10512.mp3
10332,Billy Currington,Good Directions,Doin' Somethin' Right,0.716,0.72,5.0,-2.183,0.0319,0.307,0.0,0.135,0.464,122.512,215853.0,https://www.youtube.com/watch?v=aDMf2MWFhDI,False,data/500_mp3/mp3/10332.mp3
13168,Bradley Cooper,Alibi,A Star Is Born Soundtrack (Without Dialogue),0.285,0.787,9.0,-3.641,0.036,0.0145,0.00043,0.817,0.636,175.693,183227.0,https://www.youtube.com/watch?v=ZHSJoRnrR6k,False,data/500_mp3/mp3/13168.mp3
2985,Leo Dan,"Tú Llegaste, Cuando Menos Te Esperaba",10 De Coleccion,0.269,0.524,2.0,-7.522,0.0293,0.481,0.00116,0.109,0.595,164.732,200800.0,https://www.youtube.com/watch?v=DU7BhrMx2ic,True,data/500_mp3/mp3/2985.mp3
4322,Bone Thugs-N-Harmony,Thuggish Ruggish Bone,Creepin on Ah Come Up,0.683,0.74,11.0,-6.041,0.0462,0.00228,0.0,0.238,0.65,129.515,281773.0,https://www.youtube.com/watch?v=2tzSjtuMGOQ,False,data/500_mp3/mp3/4322.mp3
7439,The Police,Don't Stand So Close To Me,Zenyatta Mondatta (Remastered 2003),0.799,0.506,2.0,-9.414,0.0606,0.0453,0.00107,0.0365,0.518,140.309,242667.0,https://www.youtube.com/watch?v=KNIZofPB8ZM,True,data/500_mp3/mp3/7439.mp3
4819,Raça Negra,Cheia de Manias - Ao Vivo,Raça Negra e Amigos II (Ao Vivo),0.714,0.822,8.0,-7.183,0.0599,0.389,1.88e-05,0.916,0.443,99.989,277125.0,https://www.youtube.com/watch?v=uJz0F36TGoc,True,data/500_mp3/mp3/4819.mp3
17874,Sleepy Hallow,Low Key (Bonus),Still Sleep?,0.884,0.494,0.0,-5.849,0.207,0.862,0.0,0.349,0.96,100.098,158400.0,https://www.youtube.com/watch?v=7BZOn23NYeQ,False,data/500_mp3/mp3/17874.mp3
17327,Rex Orange County,AMAZING,WHO CARES?,0.719,0.461,8.0,-8.191,0.0454,0.279,0.0,0.0875,0.548,123.915,209200.0,https://www.youtube.com/watch?v=nr2CsEtXxmI,False,data/500_mp3/mp3/17327.mp3
9317,Grey,In The Arms Of A Stranger - Grey Remix,In The Arms Of A Stranger (Grey Remix),0.763,0.839,0.0,-3.437,0.117,0.429,0.0,0.109,0.655,104.977,212627.0,https://www.youtube.com/watch?v=06iksmYdLFk,False,data/500_mp3/mp3/9317.mp3
15476,George Ezra,Budapest,Wanted on Voyage (Expanded Edition),0.717,0.455,5.0,-8.303,0.0276,0.0846,0.0,0.11,0.389,127.812,200733.0,https://www.youtube.com/watch?v=VHrLPs3_1Fs,True,data/500_mp3/mp3/15476.mp3
9631,Juelz Santana,Time Ticking,Time Ticking - Single,0.563,0.885,4.0,-3.183,0.278,0.12,1.19e-05,0.441,0.364,88.586,240611.0,https://www.youtube.com/watch?v=rjRNybeqtkk,False,data/500_mp3/mp3/9631.mp3
1818,Sunidhi Chauhan,Sheila Ki Jawani,Tees Maar Khan,0.803,0.859,6.0,-4.405,0.185,0.305,6.18e-05,0.553,0.631,101.007,281707.0,https://www.youtube.com/watch?v=ZTmF2v59CtI,True,data/500_mp3/mp3/1818.mp3
2647,Pepe Aguilar,Prometiste,MTV Unplugged,0.602,0.398,0.0,-9.503,0.104,0.807,0.0,0.703,0.603,126.285,305120.0,https://www.youtube.com/watch?v=azGYl6-3q3o,True,data/500_mp3/mp3/2647.mp3
7013,Poison,Every Rose Has Its Thorn - Remastered 2003,Open Up And Say...Ahh! (20th Anniversary Edition),0.533,0.637,6.0,-5.571,0.0323,0.16,1.12e-05,0.369,0.292,140.167,260173.0,https://www.youtube.com/watch?v=j2r2nDhTzO4,True,data/500_mp3/mp3/7013.mp3
8487,Ivy Queen,"Te He Querido, Te He Llorado",Flashback,0.771,0.85,11.0,-5.985,0.0558,0.334,1.87e-06,0.122,0.586,94.991,253893.0,https://www.youtube.com/watch?v=X2NsRqJDB38,False,data/500_mp3/mp3/8487.mp3
4184,PXNDX,Cuando No Es Como Debiera Ser,Para Ti Con Desprecio,0.473,0.886,8.0,-6.836,0.128,0.000288,0.0,0.106,0.405,126.027,238173.0,https://www.youtube.com/watch?v=AhQpZiZFdw8,True,data/500_mp3/mp3/4184.mp3
9807,Christian Chávez,Nuestro Amor,Nuestro Amor,0.541,0.769,4.0,-6.253,0.0339,0.0556,1.54e-05,0.17,0.382,129.971,215747.0,https://www.youtube.com/watch?v=pCyRDiSFVw0,True,data/500_mp3/mp3/9807.mp3
10463,Young Thug,Livin It Up (with Post Malone & A$AP Rocky),Punk,0.767,0.313,7.0,-12.059,0.0798,0.838,0.0,0.105,0.765,82.582,210907.0,https://www.youtube.com/watch?v=KYDFWENwwDY,True,data/500_mp3/mp3/10463.mp3
1060,Backstreet Boys,I Want It That Way,Millennium,0.689,0.694,6.0,-5.83,0.027,0.257,0.0,0.148,0.482,99.039,213307.0,https://www.youtube.com/watch?v=4fndeDfaWCg,True,data/500_mp3/mp3/1060.mp3
3943,Paulina Rubio,Yo No Soy Esa Mujer,Paulina,0.726,0.855,1.0,-7.53,0.0307,0.128,0.0,0.68,0.884,104.002,224640.0,https://www.youtube.com/watch?v=qb0tSy30PQo,True,data/500_mp3/mp3/3943.mp3
10429,WWE,WWE: Shatter (Bray Wyatt),WWE: Shatter (Bray Wyatt),0.34,0.778,1.0,-6.297,0.0469,0.000569,0.00103,0.0416,0.0704,120.741,273742.0,https://www.youtube.com/watch?v=iCc_iDbA2PI,False,data/500_mp3/mp3/10429.mp3
12282,Flowdan,Power,Power,0.626,0.932,0.0,-3.8,0.16,0.0108,0.17,0.0643,0.582,116.6,202003.0,https://www.youtube.com/watch?v=zoVmRvgnUHM,False,data/500_mp3/mp3/12282.mp3
16328,Hailee Steinfeld,I Love You's,Half Written Story,0.681,0.783,8.0,-4.997,0.18,0.0262,0.0,0.206,0.323,106.901,216084.0,https://www.youtube.com/watch?v=afRFR2UNYzI,True,data/500_mp3/mp3/16328.mp3
18837,Mc Paiva ZS,Camisa de Time (Desce Só de Label),Camisa de Time (Desce Só de Label),0.678,0.471,7.0,-8.143,0.528,0.432,0.000931,0.0726,0.662,130.223,159111.0,https://www.youtube.com/watch?v=ysKAYqEA7Vk,True,data/500_mp3/mp3/18837.mp3
